,chr,end_0,end_1,TSS,strand,dist,end_1_original,end_1_fix
4346,2,201072058,201072059,201072024,+,0,201072059,201072059
4347,2,201072058,201072059,201072025,+,0,201072059,201072059
4348,2,201072058,201072059,201072030,+,0,201072059,201072059
4349,2,201072058,201072059,201072031,+,0,201072059,201072059
4350,2,201072058,201072059,201072047,+,0,201072059,201072059
4351,2,201183208,201183209,201183141,+,99,201183209,201183308
4352,2,201260612,201260613,201260533,+,0,201260613,201260613
4353,2,201260612,201260613,201260536,+,0,201260613,201260613
4354,2,201260612,201260613,201260559,+,0,201260613,201260613
4355,2,201260612,201260613,201260563,+,0,201260613,201260613
4356,2,202238565,202238566,202238586,-,126,202238566,202238440
4357,2,202238565,202238566,202238594,-,126,202238566,202238440
4358,2,202238565,202238566,202238597,-,126,202238566,202238440
4359,2,202265808,202265809,202265727,+,177,202265809,202265986
4360,2,202265820,202265821,202265736,+,165,202265821,202265986
4361,2,202265828,202265829,202265744,+,157,202265829,202265986
4362,2,202265845,202265846,202265765,+,140,202265846,202265986
4363,2,202265845,202265846,202265774,+,140,202265846,202265986
4364,2,202265847,202265848,202265771,+,138,202265848,202265986
4365,2,203706616,203706617,203706587,+,0,203706617,203706617
4366,2,206159388,206159389,206159420,-,48,206159389,206159341
4367,2,206159392,206159393,206159423,-,52,206159393,206159341
4368,2,206159407,206159408,206159425,-,67,206159408,206159341
4369,2,206160000,206160001,206159925,+,58,206160001,206160059
4370,2,206160008,206160009,206159927,+,50,206160009,206160059
4371,2,206765653,206765654,206765606,+,0,206765654,206765654
4372,2,206765653,206765654,206765615,+,0,206765654,206765654
4373,2,208255039,208255040,208255071,-,101,208255040,208254939
4374,2,210002712,210002713,210002628,+,59,210002713,210002772
4375,2,210002719,210002720,210002638,+,52,210002720,210002772
4376,2,210002720,210002721,210002643,+,51,210002721,210002772
4377,2,210476736,210476737,210476759,-,15,210476737,210476722
4378,2,215312141,215312142,215312062,+,19,215312142,215312161
4379,2,216109456,216109457,216109402,+,0,216109457,216109457
4380,2,216109456,216109457,216109404,+,0,216109457,216109457
4381,2,216109456,216109457,216109405,+,0,216109457,216109457
4382,2,216109456,216109457,216109411,+,0,216109457,216109457
4383,2,216109456,216109457,216109415,+,0,216109457,216109457
4384,2,216109456,216109457,216109424,+,0,216109457,216109457
4385,2,216498876,216498877,216498842,+,0,216498877,216498877
4386,2,216498876,216498877,216498844,+,0,216498877,216498877
4387,2,216498876,216498877,216498845,+,0,216498877,216498877
4388,2,216498876,216498877,216498852,+,0,216498877,216498877
4389,2,216498876,216498877,216498856,+,0,216498877,216498877
4390,2,218217247,218217248,218217192,+,6,218217248,218217254
4391,2,218217248,218217249,218217189,+,5,218217249,218217254
4392,2,218217252,218217253,218217195,+,1,218217253,218217254
4393,2,218217253,218217254,218217203,+,0,218217254,218217254
4394,2,218270082,218270083,218270114,-,117,218270083,218269966
4395,2,218270105,218270106,218270137,-,140,218270106,218269966
4396,2,218270590,218270591,218270523,+,11,218270591,218270602
4397,2,218270590,218270591,218270525,+,11,218270591,218270602
4398,2,218671958,218671959,218671979,-,29,218671959,218671930
4399,2,218671967,218671968,218672002,-,38,218671968,218671930
4400,2,222656055,222656056,222656087,-,40,222656056,222656016
4401,2,222656059,222656060,222656090,-,44,222656060,222656016
4402,2,222656062,222656063,222656092,-,47,222656063,222656016
4403,2,223957539,223957540,223957455,+,111,223957540,223957651
4404,2,223957542,223957543,223957458,+,108,223957543,223957651
4405,2,230219953,230219954,230219989,-,80,230219954,230219874
4406,2,230327259,230327260,230327193,+,41,230327260,230327301
4407,2,231464463,231464464,231464484,-,128,231464464,231464336
4408,2,231464464,231464465,231464496,-,129,231464465,231464336
4409,2,231464465,231464466,231464497,-,130,231464466,231464336
4410,2,231708614,231708615,231708530,+,136,231708615,231708751
4411,2,231708626,231708627,231708556,+,124,231708627,231708751
4412,2,231708629,231708630,231708550,+,121,231708630,231708751
4413,2,231786494,231786495,231786434,+,43,231786495,231786538
4414,2,232550743,232550744,232550689,+,0,232550744,232550744
4415,2,232550743,232550744,232550701,+,0,232550744,232550744
4416,2,232697391,232697392,232697331,+,0,232697392,232697392
4417,2,233854516,233854517,233854535,-,133,233854517,233854384
4418,2,234497057,234497058,234497081,-,1046,234497058,234496012
4419,2,237085956,237085957,237085889,+,85,237085957,237086042
4420,2,237085981,237085982,237085914,+,60,237085982,237086042
4421,2,241102255,241102256,241102287,-,3,241102256,241102253
4422,2,241315640,241315641,241315672,-,71,241315641,241315570
4423,2,241637723,241637724,241637693,+,0,241637724,241637724
4424,2,241686755,241686756,241686787,-,102,241686756,241686654
4425,20,408354,408355,408299,+,424,408355,408779
4426,20,543727,543728,543759,-,56,543728,543672
4427,20,1118701,1118702,1118637,+,200,1118702,1118902
4428,20,1393024,1393025,1393054,-,63,1393025,1392962
4429,20,1393026,1393027,1393059,-,65,1393027,1392962
4430,20,1393055,1393056,1393079,-,94,1393056,1392962
4431,20,1393055,1393056,1393086,-,94,1393056,1392962
4432,20,1657747,1657748,1657779,-,106,1657748,1657642
4433,20,2470739,2470740,2470769,-,52,2470740,2470688
4434,20,2470756,2470757,2470787,-,69,2470757,2470688
4435,20,2470761,2470762,2470789,-,74,2470762,2470688
4436,20,2470767,2470768,2470799,-,80,2470768,2470688
4437,20,2470772,2470773,2470804,-,85,2470773,2470688
4438,20,2652662,2652663,2652630,+,0,2652663,2652663
4439,20,2652662,2652663,2652632,+,0,2652663,2652663
4440,20,2664163,2664164,2664195,-,11,2664164,2664153
4441,20,2664174,2664175,2664204,-,22,2664175,2664153
4442,20,2664180,2664181,2664205,-,28,2664181,2664153
4443,20,2664184,2664185,2664216,-,32,2664185,2664153
4444,20,3204648,3204649,3204680,-,112,3204649,3204537
4445,20,3786714,3786715,3786745,-,2864,3786715,3783851
4446,20,3796394,3796395,3796310,+,336,3796395,3796731
4447,20,5119896,5119897,5119927,-,319,5119897,5119578
4448,20,5119898,5119899,5119930,-,321,5119899,5119578
4449,20,5119920,5119921,5119957,-,343,5119921,5119578
4450,20,5119928,5119929,5119960,-,351,5119929,5119578
4451,20,5119931,5119932,5119955,-,354,5119932,5119578
4452,20,5119941,5119942,5119958,-,364,5119942,5119578
4453,20,5119942,5119943,5119961,-,365,5119943,5119578
4454,20,6006173,6006174,6006093,+,378,6006174,6006552
4455,20,6006181,6006182,6006104,+,370,6006182,6006552
4456,20,6006198,6006199,6006120,+,353,6006199,6006552
4457,20,6006207,6006208,6006123,+,344,6006208,6006552
4458,20,10434173,10434174,10434205,-,66,10434174,10434108
4459,20,13785102,13785103,13785034,+,187,13785103,13785290
4460,20,13785116,13785117,13785049,+,173,13785117,13785290
4461,20,16730063,16730064,16729998,+,0,16730064,16730064
4462,20,16730063,16730064,16730029,+,0,16730064,16730064
4463,20,16730063,16730064,16730035,+,0,16730064,16730064
4464,20,16730063,16730064,16730036,+,0,16730064,16730064
4465,20,16730063,16730064,16730047,+,0,16730064,16730064
4466,20,17570187,17570188,17570104,+,23,17570188,17570211
4467,20,17968764,17968765,17968796,-,65,17968765,17968700
4468,20,17969140,17969141,17969100,+,0,17969141,17969141
4469,20,18011858,18011859,18011795,+,-42718,18011859,18011859
4470,20,18507971,18507972,18507940,+,0,18507972,18507972
4471,20,18567535,18567536,18567451,+,60,18567536,18567596
4472,20,18567558,18567559,18567486,+,37,18567559,18567596
4473,20,24992718,24992719,24992750,-,125,24992719,24992594
4474,20,25058107,25058108,25058139,-,339,25058108,25057769
4475,20,25407827,25407828,25407759,+,67,25407828,25407895
4476,20,31514526,31514527,31514442,+,207,31514527,31514734
4477,20,31605373,31605374,31605289,+,439,31605374,31605813
4478,20,31739343,31739344,31739273,+,277,31739344,31739621
4479,20,31739345,31739346,31739267,+,275,31739346,31739621
4480,20,31739348,31739349,31739269,+,272,31739349,31739621
4481,20,31739350,31739351,31739281,+,270,31739351,31739621
4482,20,31739353,31739354,31739287,+,267,31739354,31739621
4483,20,31739357,31739358,31739284,+,263,31739358,31739621
4484,20,31739362,31739363,31739290,+,258,31739363,31739621
4485,20,32109754,32109755,32109717,+,0,32109755,32109755
4486,20,32109754,32109755,32109725,+,0,32109755,32109755
4487,20,32109754,32109755,32109728,+,0,32109755,32109755
4488,20,32109754,32109755,32109730,+,0,32109755,32109755
4489,20,32109754,32109755,32109732,+,0,32109755,32109755
4490,20,32820023,32820024,32819954,+,4,32820024,32820028
4491,20,33993962,33993963,33993911,+,168,33993963,33994131
4492,20,33993971,33993972,33993914,+,159,33993972,33994131
4493,20,34112210,34112211,34112243,-,115,34112211,34112096
4494,20,34363348,34363349,34363273,+,0,34363349,34363349
4495,20,34516460,34516461,34516400,+,0,34516461,34516461
4496,20,34516460,34516461,34516402,+,0,34516461,34516461
4497,20,34516460,34516461,34516410,+,0,34516461,34516461
4498,20,34516460,34516461,34516419,+,0,34516461,34516461
4499,20,34516460,34516461,34516422,+,0,34516461,34516461
4500,20,34677061,34677062,34677092,-,106,34677062,34676956
4501,20,35092775,35092776,35092807,-,162,35092776,35092614
4502,20,35284730,35284731,35284762,-,5,35284731,35284726
4503,20,35284739,35284740,35284771,-,14,35284740,35284726
4504,20,35284740,35284741,35284772,-,15,35284741,35284726
4505,20,35284741,35284742,35284773,-,16,35284742,35284726
4506,20,35284744,35284745,35284776,-,19,35284745,35284726
4507,20,35284755,35284756,35284787,-,-9,35284756,35284765
4508,20,35284767,35284768,35284788,-,3,35284768,35284765
4509,20,35381774,35381775,35381807,-,-12317,35381775,35394092
4510,20,35411944,35411945,35411976,-,5,35411945,35411940
4511,20,35411949,35411950,35411981,-,10,35411950,35411940
4512,20,35411950,35411951,35411973,-,11,35411951,35411940
4513,20,35411955,35411956,35411987,-,16,35411956,35411940
4514,20,35411961,35411962,35411994,-,22,35411962,35411940
4515,20,35490950,35490951,35490982,-,36311,35490951,35490951
4516,20,35664866,35664867,35664895,-,-12,35664867,35664879
4517,20,35664869,35664870,35664900,-,-9,35664870,35664879
4518,20,35664875,35664876,35664907,-,-3,35664876,35664879
4519,20,35664880,35664881,35664904,-,2,35664881,35664879
4520,20,35699321,35699322,35699352,-,12,35699322,35699310
4521,20,35699450,35699451,35699405,+,0,35699451,35699451
4522,20,35699450,35699451,35699423,+,0,35699451,35699451
4523,20,35742186,35742187,35742218,-,246,35742187,35741941
4524,20,35742202,35742203,35742221,-,262,35742203,35741941
4525,20,35742221,35742222,35742238,-,281,35742222,35741941
4526,20,35742226,35742227,35742258,-,286,35742227,35741941
4527,20,35742231,35742232,35742262,-,291,35742232,35741941
4528,20,35742234,35742235,35742266,-,294,35742235,35741941
4529,20,35742243,35742244,35742260,-,303,35742244,35741941
4530,20,35742244,35742245,35742268,-,304,35742245,35741941
4531,20,35954278,35954279,35954310,-,-169,35954279,35954448
4532,20,36050921,36050922,36050960,-,91509,36050922,36050922
4533,20,36605840,36605841,36605779,+,224,36605841,36606065
4534,20,38435301,38435302,38435328,-,174804,38435302,38435302
4535,20,41028887,41028888,41028823,+,212,41028888,41029100
4536,20,43451226,43451227,43451260,-,261581,43451227,43451227
4537,20,43457947,43457948,43457897,+,192,43457948,43458140
4538,20,43457980,43457981,43457896,+,159,43457981,43458140
4539,20,43667144,43667145,43667085,+,158,43667145,43667303
4540,20,43667153,43667154,43667081,+,149,43667154,43667303
4541,20,43667175,43667176,43667114,+,127,43667176,43667303
4542,20,44522028,44522029,44522060,-,116,44522029,44521913
4543,20,44522031,44522032,44522049,-,119,44522032,44521913
4544,20,44966597,44966598,44966536,+,5,44966598,44966603
4545,20,45812678,45812679,45812609,+,117,45812679,45812796
4546,20,45812716,45812717,45812644,+,79,45812717,45812796
4547,20,45812716,45812717,45812646,+,79,45812717,45812796
4548,20,45812717,45812718,45812638,+,78,45812718,45812796
4549,20,45857370,45857371,45857402,-,183,45857371,45857188
4550,20,45857373,45857374,45857405,-,186,45857374,45857188
4551,20,45857693,45857694,45857617,+,286,45857694,45857980
4552,20,46089912,46089913,46089944,-,96,46089913,46089817
4553,20,47356696,47356697,47356728,-,40,47356697,47356657
4554,20,49046380,49046381,49046321,+,42,49046381,49046423
4555,20,49046389,49046390,49046320,+,33,49046390,49046423
4556,20,49936450,49936451,49936397,+,101,49936451,49936552
4557,20,49936455,49936456,49936399,+,96,49936456,49936552
4558,20,50510446,50510447,50510380,+,143,50510447,50510590
4559,20,50510448,50510449,50510383,+,141,50510449,50510590
4560,20,50958500,50958501,50958532,-,138,50958501,50958363
4561,20,54208123,54208124,54208087,+,0,54208124,54208124
4562,20,54208123,54208124,54208092,+,0,54208124,54208124
4563,20,54208123,54208124,54208098,+,0,54208124,54208124
4564,20,56392183,56392184,56392215,-,16,56392184,56392168
4565,20,58891493,58891494,58891421,+,371,58891494,58891865
4566,20,59032270,59032271,59032302,-,51,59032271,59032220
4567,20,59032273,59032274,59032304,-,54,59032274,59032220
4568,20,59032273,59032274,59032305,-,54,59032274,59032220
4569,20,59042763,59042764,59042795,-,65,59042764,59042699
4570,20,60056006,60056007,60055925,+,-59419,60056007,60056007
4571,20,62143325,62143326,62143357,-,118,62143326,62143208
4572,20,62143349,62143350,62143381,-,142,62143350,62143208
4573,20,62143362,62143363,62143394,-,155,62143363,62143208
4574,20,62143395,62143396,62143424,-,188,62143396,62143208
4575,20,62387135,62387136,62387091,+,0,62387136,62387136
4576,20,62387135,62387136,62387092,+,0,62387136,62387136
4577,20,62387135,62387136,62387095,+,0,62387136,62387136
4578,20,62387135,62387136,62387104,+,0,62387136,62387136
4579,20,62387135,62387136,62387105,+,0,62387136,62387136
4580,20,63272881,63272882,63272813,+,38,63272882,63272920
4581,20,63736706,63736707,63736622,+,5,63736707,63736712
4582,20,63736711,63736712,63736680,+,0,63736712,63736712
4583,20,63865343,63865344,63865270,+,40,63865344,63865384
4584,20,63981208,63981209,63981132,+,107,63981209,63981316
4585,20,63981225,63981226,63981141,+,90,63981226,63981316
4586,21,14383103,14383104,14383135,-,9,14383104,14383095
4587,21,14383124,14383125,14383143,-,30,14383125,14383095
4588,21,14383125,14383126,14383146,-,31,14383126,14383095
4589,21,14546285,14546286,14546315,-,81,14546286,14546205
4590,21,14546325,14546326,14546357,-,121,14546326,14546205
4591,21,25607451,25607452,25607481,-,49,25607452,25607403
4592,21,25734861,25734862,25734893,-,9,25734862,25734853
4593,21,25734863,25734864,25734895,-,11,25734864,25734853
4594,21,25734873,25734874,25734904,-,21,25734874,25734853
4595,21,25734876,25734877,25734908,-,24,25734877,25734853
4596,21,25734889,25734890,25734906,-,37,25734890,25734853
4597,21,29073580,29073581,29073612,-,50,29073581,29073531
4598,21,29073581,29073582,29073613,-,51,29073582,29073531
4599,21,29073584,29073585,29073615,-,54,29073585,29073531
4600,21,29073607,29073608,29073644,-,77,29073608,29073531
4601,21,29073631,29073632,29073663,-,101,29073632,29073531
4602,21,29073633,29073634,29073665,-,103,29073634,29073531
4603,21,31659733,31659734,31659661,+,50,31659734,31659784
4604,21,31659737,31659738,31659663,+,46,31659738,31659784
4605,21,31659767,31659768,31659688,+,16,31659768,31659784
4606,21,31659768,31659769,31659690,+,15,31659769,31659784
4607,21,31659773,31659774,31659689,+,10,31659774,31659784
4608,21,32278987,32278988,32279019,-,307,32278988,32278681
4609,21,32278989,32278990,32279021,-,309,32278990,32278681
4610,21,32278998,32278999,32279030,-,318,32278999,32278681
4611,21,32279002,32279003,32279026,-,322,32279003,32278681
4612,21,32392938,32392939,32392970,-,170,32392939,32392769
4613,21,32612340,32612341,32612372,-,236,32612341,32612105
4614,21,32612556,32612557,32612586,-,452,32612557,32612105
4615,21,33542062,33542063,33542094,-,-2,33542063,33542065
4616,21,33542064,33542065,33542083,-,0,33542065,33542065
4617,21,33543141,33543142,33543073,+,27,33543142,33543169
4618,21,33543148,33543149,33543069,+,20,33543149,33543169
4619,21,33915736,33915737,33915768,-,9,33915737,33915728
4620,21,33931690,33931691,33931614,+,-56170,33931691,33931691
4621,21,34073657,34073658,34073578,+,87,34073658,34073745
4622,21,34888661,34888662,34888693,-,-1015,34888662,34889677
4623,21,35049245,35049246,35049277,-,78,35049246,35049168
4624,21,38805999,38806000,38805930,+,120,38806000,38806120
4625,21,38805999,38806000,38805933,+,120,38806000,38806120
4626,21,38806002,38806003,38805929,+,117,38806003,38806120
4627,21,39349006,39349007,39349036,-,104,39349007,39348903
4628,21,39349022,39349023,39349054,-,120,39349023,39348903
4629,21,39349030,39349031,39349063,-,128,39349031,39348903
4630,21,42010323,42010324,42010354,-,72,42010324,42010252
4631,21,42879496,42879497,42879526,-,90,42879497,42879407
4632,21,43776318,43776319,43776345,-,115,43776319,43776204
4633,21,43789657,43789658,43789577,+,104,43789658,43789762
4634,21,44801771,44801772,44801802,-,66,44801772,44801706
4635,21,44818029,44818030,44818060,-,82,44818030,44817948
4636,21,44818030,44818031,44818062,-,83,44818031,44817948
4637,21,44873649,44873650,44873680,-,148,44873650,44873502
4638,21,44873649,44873650,44873681,-,148,44873650,44873502
4639,21,44873658,44873659,44873690,-,157,44873659,44873502
4640,21,46228730,46228731,46228762,-,-1,46228731,46228732
4641,21,46228740,46228741,46228764,-,9,46228741,46228732
4642,21,46228748,46228749,46228774,-,17,46228749,46228732
4643,22,17219403,17219404,17219435,-,48,17219404,17219356
4644,22,17628717,17628718,17628749,-,115,17628718,17628603
4645,22,17777395,17777396,17777322,+,-138510,17777396,17777396
4646,22,19122380,19122381,19122412,-,253,19122381,19122128
4647,22,19479095,19479096,19479127,-,13,19479096,19479083
4648,22,21567770,21567771,21567736,+,0,21567771,21567771
4649,22,21867613,21867614,21867645,-,292,21867614,21867322
4650,22,23696493,23696494,23696452,+,194,23696494,23696688
4651,22,23787055,23787056,23787001,+,206,23787056,23787262
4652,22,23894428,23894429,23894368,+,153,23894429,23894582
4653,22,23894439,23894440,23894371,+,142,23894440,23894582
4654,22,23894446,23894447,23894366,+,135,23894447,23894582
4655,22,23894448,23894449,23894380,+,133,23894449,23894582
4656,22,23894455,23894456,23894375,+,126,23894456,23894582
4657,22,23894459,23894460,23894389,+,122,23894460,23894582
4658,22,23894460,23894461,23894384,+,121,23894461,23894582
4659,22,23894460,23894461,23894386,+,121,23894461,23894582
4660,22,23894465,23894466,23894381,+,116,23894466,23894582
4661,22,23894467,23894468,23894383,+,114,23894468,23894582
4662,22,23894477,23894478,23894393,+,104,23894478,23894582
4663,22,23894478,23894479,23894394,+,103,23894479,23894582
4664,22,23894479,23894480,23894395,+,102,23894480,23894582
4665,22,23894480,23894481,23894396,+,101,23894481,23894582
4666,22,23894481,23894482,23894397,+,100,23894482,23894582
4667,22,23894485,23894486,23894401,+,96,23894486,23894582
4668,22,23894488,23894489,23894405,+,93,23894489,23894582
4669,22,23894491,23894492,23894407,+,90,23894492,23894582
4670,22,23894493,23894494,23894409,+,88,23894494,23894582
4671,22,23894508,23894509,23894424,+,73,23894509,23894582
4672,22,23894513,23894514,23894429,+,68,23894514,23894582
4673,22,23894519,23894520,23894435,+,62,23894520,23894582
4674,22,23894550,23894551,23894472,+,31,23894551,23894582
4675,22,24556045,24556046,24555970,+,25,24556046,24556071
4676,22,24556046,24556047,24555973,+,24,24556047,24556071
4677,22,24556046,24556047,24555987,+,24,24556047,24556071
4678,22,24556059,24556060,24555975,+,11,24556060,24556071
4679,22,24556070,24556071,24555999,+,0,24556071,24556071
4680,22,26479517,26479518,26479549,-,253,26479518,26479265
4681,22,26512444,26512445,26512476,-,51,26512445,26512394
4682,22,28443629,28443630,28443659,-,137134,28443630,28443630
4683,22,28800505,28800506,28800535,-,208,28800506,28800298
4684,22,28800518,28800519,28800537,-,221,28800519,28800298
4685,22,29268348,29268349,29268326,+,0,29268349,29268349
4686,22,29268348,29268349,29268327,+,0,29268349,29268349
4687,22,29268348,29268349,29268330,+,0,29268349,29268349
4688,22,29268348,29268349,29268331,+,0,29268349,29268349
4689,22,29268348,29268349,29268332,+,0,29268349,29268349
4690,22,29268348,29268349,29268335,+,0,29268349,29268349
4691,22,29553670,29553671,29553689,-,0,29553671,29553671
4692,22,29553677,29553678,29553709,-,7,29553678,29553671
4693,22,29767453,29767454,29767369,+,94,29767454,29767548
4694,22,29767455,29767456,29767371,+,92,29767456,29767548
4695,22,29767456,29767457,29767372,+,91,29767457,29767548
4696,22,29767458,29767459,29767374,+,89,29767459,29767548
4697,22,29767461,29767462,29767377,+,86,29767462,29767548
4698,22,29767463,29767464,29767379,+,84,29767464,29767548
4699,22,29767464,29767465,29767380,+,83,29767465,29767548
4700,22,29767465,29767466,29767381,+,82,29767466,29767548
4701,22,29767468,29767469,29767384,+,79,29767469,29767548
4702,22,29767469,29767470,29767385,+,78,29767470,29767548
4703,22,29767469,29767470,29767386,+,78,29767470,29767548
4704,22,29767473,29767474,29767389,+,74,29767474,29767548
4705,22,29767475,29767476,29767391,+,72,29767476,29767548
4706,22,29767476,29767477,29767392,+,71,29767477,29767548
4707,22,30356860,30356861,30356891,-,131,30356861,30356730
4708,22,31160302,31160303,31160227,+,0,31160303,31160303
4709,22,31399685,31399686,31399604,+,39,31399686,31399725
4710,22,31399706,31399707,31399626,+,18,31399707,31399725
4711,22,31662183,31662184,31662215,-,40,31662184,31662144
4712,22,31944581,31944582,31944535,+,238,31944582,31944820
4713,22,32412139,32412140,32412171,-,76,32412140,32412064
4714,22,32412215,32412216,32412247,-,152,32412216,32412064
4715,22,32412216,32412217,32412248,-,153,32412217,32412064
4716,22,35400166,35400167,35400133,+,41,35400167,35400208
4717,22,35400207,35400208,35400142,+,0,35400208,35400208
4718,22,35400207,35400208,35400144,+,0,35400208,35400208
4719,22,35400207,35400208,35400154,+,0,35400208,35400208
4720,22,35400207,35400208,35400162,+,0,35400208,35400208
4721,22,35400207,35400208,35400188,+,0,35400208,35400208
4722,22,35648523,35648524,35648446,+,99,35648524,35648623
4723,22,36239497,36239498,36239527,-,57,36239498,36239441
4724,22,36239538,36239539,36239570,-,98,36239539,36239441
4725,22,36387933,36387934,36387965,-,127,36387934,36387807
4726,22,36387935,36387936,36387967,-,129,36387936,36387807
4727,22,36529141,36529142,36529173,-,66,36529142,36529076
4728,22,36776045,36776046,36776077,-,15,36776046,36776031
4729,22,36776085,36776086,36776117,-,55,36776086,36776031
4730,22,37244256,37244257,37244291,-,-33,37244257,37244290
4731,22,37486357,37486358,37486381,-,435,37486358,37485923
4732,22,37844302,37844303,37844334,-,392,37844303,37843911
4733,22,37849481,37849482,37849441,+,0,37849482,37849482
4734,22,37849481,37849482,37849446,+,0,37849482,37849482
4735,22,37953746,37953747,37953666,+,60,37953747,37953807
4736,22,37953752,37953753,37953678,+,54,37953753,37953807
4737,22,37953766,37953767,37953695,+,40,37953767,37953807
4738,22,37953773,37953774,37953699,+,33,37953774,37953807
4739,22,37953781,37953782,37953697,+,25,37953782,37953807
4740,22,38506279,38506280,38506308,-,329,38506280,38505951
4741,22,38682034,38682035,38681957,+,60,38682035,38682095
4742,22,38682050,38682051,38681975,+,44,38682051,38682095
4743,22,38682054,38682055,38681973,+,40,38682055,38682095
4744,22,38706017,38706018,38705949,+,129,38706018,38706147
4745,22,38706019,38706020,38705944,+,127,38706020,38706147
4746,22,38872184,38872185,38872216,-,63,38872185,38872122
4747,22,39520630,39520631,39520564,+,21,39520631,39520652
4748,22,39520633,39520634,39520559,+,18,39520634,39520652
4749,22,39520641,39520642,39520563,+,10,39520642,39520652
4750,22,39901244,39901245,39901160,+,85,39901245,39901330
4751,22,39901246,39901247,39901162,+,83,39901247,39901330
4752,22,39901264,39901265,39901180,+,65,39901265,39901330
4753,22,39901265,39901266,39901181,+,64,39901266,39901330
4754,22,39901266,39901267,39901186,+,63,39901267,39901330
4755,22,39901267,39901268,39901183,+,62,39901268,39901330
4756,22,39901269,39901270,39901185,+,60,39901270,39901330
4757,22,39901272,39901273,39901188,+,57,39901273,39901330
4758,22,39901286,39901287,39901202,+,43,39901287,39901330
4759,22,39926682,39926683,39926598,+,170,39926683,39926853
4760,22,39926684,39926685,39926600,+,168,39926685,39926853
4761,22,39926687,39926688,39926603,+,165,39926688,39926853
4762,22,39926688,39926689,39926604,+,164,39926689,39926853
4763,22,39926690,39926691,39926606,+,162,39926691,39926853
4764,22,39926707,39926708,39926637,+,145,39926708,39926853
4765,22,39926708,39926709,39926626,+,144,39926709,39926853
4766,22,39926708,39926709,39926631,+,144,39926709,39926853
4767,22,39926709,39926710,39926628,+,143,39926710,39926853
4768,22,40346584,40346585,40346500,+,71,40346585,40346656
4769,22,40346605,40346606,40346529,+,50,40346606,40346656
4770,22,40856621,40856622,40856651,-,191,40856622,40856431
4771,22,40856628,40856629,40856658,-,198,40856629,40856431
4772,22,40856629,40856630,40856659,-,199,40856630,40856431
4773,22,40951441,40951442,40951371,+,34,40951442,40951476
4774,22,40951443,40951444,40951374,+,32,40951444,40951476
4775,22,40951446,40951447,40951379,+,29,40951447,40951476
4776,22,40951451,40951452,40951388,+,24,40951452,40951476
4777,22,40951455,40951456,40951381,+,20,40951456,40951476
4778,22,40951462,40951463,40951378,+,13,40951463,40951476
4779,22,40951470,40951471,40951386,+,5,40951471,40951476
4780,22,41446765,41446766,41446797,-,387,41446766,41446379
4781,22,41468650,41468651,41468682,-,49,41468651,41468602
4782,22,41468651,41468652,41468683,-,50,41468652,41468602
4783,22,41468653,41468654,41468685,-,52,41468654,41468602
4784,22,41468660,41468661,41468692,-,59,41468661,41468602
4785,22,41469181,41469182,41469117,+,0,41469182,41469182
4786,22,41469181,41469182,41469120,+,0,41469182,41469182
4787,22,41469181,41469182,41469128,+,0,41469182,41469182
4788,22,41469181,41469182,41469142,+,0,41469182,41469182
4789,22,41621344,41621345,41621268,+,0,41621345,41621345
4790,22,41621344,41621345,41621278,+,0,41621345,41621345
4791,22,41621344,41621345,41621282,+,0,41621345,41621345
4792,22,41621344,41621345,41621293,+,0,41621345,41621345
4793,22,41621344,41621345,41621295,+,0,41621345,41621345
4794,22,41621344,41621345,41621299,+,0,41621345,41621345
4795,22,41621344,41621345,41621301,+,0,41621345,41621345
4796,22,41621344,41621345,41621302,+,0,41621345,41621345
4797,22,41621344,41621345,41621303,+,0,41621345,41621345
4798,22,41621344,41621345,41621306,+,0,41621345,41621345
4799,22,41621344,41621345,41621320,+,0,41621345,41621345
4800,22,41621344,41621345,41621342,+,0,41621345,41621345
4801,22,41688793,41688794,41688825,-,0,41688794,41688794
4802,22,41688815,41688816,41688847,-,22,41688816,41688794
4803,22,41688834,41688835,41688866,-,41,41688835,41688794
4804,22,41688852,41688853,41688878,-,59,41688853,41688794
4805,22,41689046,41689047,41688972,+,10665,41689047,41699712
4806,22,41833204,41833205,41833137,+,153,41833205,41833358
4807,22,41947090,41947091,41947121,-,71,41947091,41947020
4808,22,41947106,41947107,41947124,-,87,41947107,41947020
4809,22,41947117,41947118,41947134,-,98,41947118,41947020
4810,22,42090727,42090728,42090759,-,122,42090728,42090606
4811,22,42090730,42090731,42090762,-,125,42090731,42090606
4812,22,42090731,42090732,42090761,-,126,42090732,42090606
4813,22,42090733,42090734,42090764,-,128,42090734,42090606
4814,22,42090734,42090735,42090763,-,129,42090735,42090606
4815,22,42090736,42090737,42090758,-,131,42090737,42090606
4816,22,42090737,42090738,42090769,-,132,42090738,42090606
4817,22,42090740,42090741,42090772,-,135,42090741,42090606
4818,22,42519765,42519766,42519794,-,52,42519766,42519714
4819,22,42614853,42614854,42614883,-,55,42614854,42614799
4820,22,42615328,42615329,42615244,+,-61287,42615329,42615329
4821,22,43110802,43110803,43110750,+,0,43110803,43110803
4822,22,43955513,43955514,43955442,+,84,43955514,43955598
4823,22,50508291,50508292,50508226,+,153,50508292,50508445
4824,22,50508293,50508294,50508224,+,151,50508294,50508445
4825,22,50508318,50508319,50508247,+,126,50508319,50508445
